total_reward,total_timesteps,max_depth,max_score,max_gold,max_xp
3.0,22.0,1.0,3.0,3.0,0.0
0.0,200.0,1.0,0.0,0.0,0.0
7.0,43.0,1.0,7.0,7.0,0.0
0.0,12.0,1.0,0.0,0.0,0.0
0.0,40.0,1.0,0.0,0.0,0.0
0.0,245.0,1.0,0.0,0.0,0.0
1.0,54.0,1.0,1.0,1.0,0.0
7.0,125.0,1.0,7.0,7.0,0.0
0.0,246.0,1.0,0.0,0.0,0.0
26.0,399.0,1.0,26.0,2.0,4.0
0.0,484.0,1.0,0.0,0.0,0.0
32.0,519.0,1.0,32.0,0.0,7.0
24.0,438.0,1.0,31.0,7.0,6.0
1.0,49.0,1.0,1.0,1.0,0.0
0.0,91.0,1.0,7.0,7.0,0.0
3.0,152.0,1.0,3.0,3.0,0.0
7.0,124.0,1.0,7.0,3.0,1.0
4.0,1005.0,1.0,4.0,0.0,1.0
0.0,176.0,1.0,0.0,0.0,0.0
0.0,743.0,1.0,0.0,0.0,0.0
4.0,253.0,1.0,4.0,0.0,1.0
3.0,147.0,1.0,3.0,3.0,0.0
0.0,933.0,1.0,0.0,0.0,0.0
0.0,249.0,1.0,7.0,7.0,0.0
20.0,345.0,1.0,20.0,0.0,5.0
13.0,65.0,1.0,13.0,0.0,0.0
4.0,27.0,1.0,4.0,0.0,1.0
4.0,281.0,1.0,4.0,0.0,1.0
0.0,124.0,1.0,0.0,0.0,0.0
1.0,44.0,1.0,1.0,1.0,0.0
0.0,65.0,1.0,0.0,0.0,0.0
0.0,159.0,1.0,0.0,0.0,0.0
0.0,73.0,1.0,0.0,0.0,0.0
4.0,59.0,1.0,13.0,0.0,1.0
4.0,209.0,1.0,4.0,4.0,0.0
0.0,108.0,1.0,0.0,0.0,0.0
0.0,391.0,1.0,0.0,0.0,0.0
0.0,122.0,1.0,0.0,0.0,0.0
4.0,363.0,1.0,4.0,4.0,0.0
0.0,4.0,1.0,0.0,0.0,0.0
0.0,40.0,1.0,0.0,0.0,0.0
0.0,176.0,1.0,0.0,0.0,0.0
2.0,122.0,1.0,2.0,2.0,0.0
16.0,145.0,1.0,16.0,0.0,4.0
0.0,521.0,1.0,0.0,0.0,0.0
0.0,82.0,1.0,0.0,0.0,0.0
0.0,56.0,1.0,0.0,0.0,0.0
0.0,38.0,1.0,0.0,0.0,0.0
16.0,368.0,1.0,16.0,0.0,4.0
4.0,710.0,1.0,4.0,0.0,1.0
0.0,851.0,1.0,0.0,0.0,0.0
0.0,34.0,1.0,0.0,0.0,0.0
0.0,231.0,1.0,0.0,0.0,0.0
20.0,225.0,1.0,20.0,0.0,5.0
0.0,44.0,1.0,0.0,0.0,0.0
0.0,402.0,1.0,7.0,7.0,0.0
0.0,124.0,1.0,0.0,0.0,0.0
0.0,40.0,1.0,0.0,0.0,0.0
0.0,80.0,1.0,0.0,0.0,0.0
0.0,85.0,1.0,0.0,0.0,0.0
3.0,138.0,1.0,3.0,3.0,0.0
0.0,38.0,1.0,0.0,0.0,0.0
0.0,177.0,1.0,0.0,0.0,0.0
3.0,96.0,1.0,3.0,3.0,0.0
0.0,39.0,1.0,0.0,0.0,0.0
13.0,72.0,1.0,13.0,0.0,0.0
0.0,155.0,1.0,0.0,0.0,0.0
0.0,91.0,1.0,0.0,0.0,0.0
0.0,42.0,1.0,0.0,0.0,0.0
6.0,250.0,1.0,6.0,2.0,1.0
16.0,48.0,1.0,16.0,0.0,4.0
0.0,31.0,1.0,0.0,0.0,0.0
53.0,147.0,1.0,53.0,0.0,0.0
0.0,53.0,1.0,0.0,0.0,0.0
0.0,148.0,1.0,0.0,0.0,0.0
4.0,103.0,1.0,4.0,0.0,1.0
4.0,46.0,1.0,4.0,0.0,1.0
8.0,388.0,1.0,8.0,4.0,1.0
3.0,58.0,1.0,3.0,3.0,0.0
0.0,63.0,1.0,0.0,0.0,0.0
0.0,194.0,1.0,0.0,0.0,0.0
0.0,91.0,1.0,0.0,0.0,0.0
0.0,608.0,1.0,0.0,0.0,0.0
0.0,428.0,1.0,0.0,0.0,0.0
0.0,64.0,1.0,0.0,0.0,0.0
0.0,145.0,1.0,7.0,7.0,0.0
0.0,305.0,1.0,0.0,0.0,0.0
0.0,164.0,1.0,0.0,0.0,0.0
3.0,91.0,1.0,3.0,3.0,0.0
0.0,202.0,1.0,4.0,4.0,0.0
0.0,169.0,1.0,0.0,0.0,0.0
2.0,55.0,1.0,2.0,2.0,0.0
6.0,99.0,1.0,6.0,2.0,1.0
13.0,68.0,1.0,13.0,0.0,0.0
0.0,109.0,1.0,0.0,0.0,0.0
0.0,122.0,1.0,0.0,0.0,0.0
0.0,150.0,1.0,0.0,0.0,0.0
0.0,62.0,1.0,0.0,0.0,0.0
0.0,99.0,1.0,0.0,0.0,0.0
3.0,401.0,1.0,3.0,3.0,0.0
3.0,420.0,1.0,3.0,3.0,0.0
16.0,53.0,1.0,16.0,0.0,4.0
1.0,118.0,1.0,7.0,7.0,0.0
2.0,58.0,1.0,2.0,2.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0
4.0,369.0,1.0,4.0,0.0,1.0
13.0,48.0,1.0,13.0,0.0,0.0
0.0,126.0,1.0,0.0,0.0,0.0
0.0,96.0,1.0,0.0,0.0,0.0
0.0,55.0,1.0,0.0,0.0,0.0
24.0,184.0,1.0,24.0,4.0,5.0
0.0,19.0,1.0,0.0,0.0,0.0
0.0,33.0,1.0,0.0,0.0,0.0
0.0,32.0,1.0,0.0,0.0,0.0
0.0,137.0,1.0,0.0,0.0,0.0
0.0,169.0,1.0,0.0,0.0,0.0
